S.no,Brands,Count,Percentage,Quarter,Year,State
433,Oppo,13678,0.14265005,2,2019,arunachal-pradesh
434,Realme,5425,0.056578193,2,2019,arunachal-pradesh
435,Apple,2169,0.022620848,2,2019,arunachal-pradesh
436,Gionee,1608,0.016770089,2,2019,arunachal-pradesh
437,Motorola,1404,0.014642541,2,2019,arunachal-pradesh
438,OnePlus,1251,0.013046879,2,2019,arunachal-pradesh
439,Huawei,1175,0.012254263,2,2019,arunachal-pradesh
440,Others,7172,0.074797935,2,2019,arunachal-pradesh
441,Xiaomi,27394,0.244264327,3,2019,arunachal-pradesh
442,Vivo,22731,0.202685713,3,2019,arunachal-pradesh
443,Samsung,22720,0.202587629,3,2019,arunachal-pradesh
444,Oppo,16262,0.145003522,3,2019,arunachal-pradesh
445,Realme,6477,0.057753524,3,2019,arunachal-pradesh
446,Apple,2509,0.022372023,3,2019,arunachal-pradesh
447,Gionee,1800,0.016050076,3,2019,arunachal-pradesh
448,Motorola,1561,0.013918983,3,2019,arunachal-pradesh
449,OnePlus,1390,0.012394226,3,2019,arunachal-pradesh
450,Huawei,1377,0.012278308,3,2019,arunachal-pradesh
451,Others,7928,0.070691669,3,2019,arunachal-pradesh
452,Xiaomi,31369,0.242566946,4,2019,arunachal-pradesh
453,Vivo,26787,0.207135732,4,2019,arunachal-pradesh
454,Samsung,26087,0.201722845,4,2019,arunachal-pradesh
455,Oppo,19208,0.148529628,4,2019,arunachal-pradesh
456,Realme,7743,0.059874266,4,2019,arunachal-pradesh
457,Apple,2811,0.021736609,4,2019,arunachal-pradesh
458,Gionee,1983,0.015333936,4,2019,arunachal-pradesh
459,Motorola,1637,0.012658424,4,2019,arunachal-pradesh
460,Huawei,1581,0.012225393,4,2019,arunachal-pradesh
461,OnePlus,1535,0.011869689,4,2019,arunachal-pradesh
462,Others,8580,0.066346533,4,2019,arunachal-pradesh
463,Xiaomi,35625,0.238988099,1,2020,arunachal-pradesh
464,Vivo,31742,0.212939235,1,2020,arunachal-pradesh
465,Samsung,29807,0.199958408,1,2020,arunachal-pradesh
466,Oppo,22566,0.151382609,1,2020,arunachal-pradesh
467,Realme,9351,0.062730603,1,2020,arunachal-pradesh
468,Apple,3135,0.021030953,1,2020,arunachal-pradesh
469,Gionee,2068,0.01387305,1,2020,arunachal-pradesh
470,Huawei,1768,0.011860518,1,2020,arunachal-pradesh
471,Motorola,1742,0.011686099,1,2020,arunachal-pradesh
472,OnePlus,1696,0.011377511,1,2020,arunachal-pradesh
473,Others,9566,0.064172917,1,2020,arunachal-pradesh
474,Xiaomi,41662,0.234670542,2,2020,arunachal-pradesh
475,Vivo,39089,0.220177543,2,2020,arunachal-pradesh
476,Samsung,34984,0.197055212,2,2020,arunachal-pradesh
477,Oppo,27629,0.155626528,2,2020,arunachal-pradesh
478,Realme,11596,0.065317066,2,2020,arunachal-pradesh
479,Apple,3398,0.019139996,2,2020,arunachal-pradesh
480,Gionee,2355,0.013265065,2,2020,arunachal-pradesh
481,Huawei,2019,0.011372469,2,2020,arunachal-pradesh
482,Motorola,1873,0.010550092,2,2020,arunachal-pradesh
483,OnePlus,1809,0.010189597,2,2020,arunachal-pradesh
484,Others,11120,0.062635889,2,2020,arunachal-pradesh
485,Xiaomi,47870,0.232326762,3,2020,arunachal-pradesh
486,Vivo,46799,0.227128894,3,2020,arunachal-pradesh
487,Samsung,40403,0.196087281,3,2020,arunachal-pradesh
488,Oppo,32287,0.156698019,3,2020,arunachal-pradesh
489,Realme,13982,0.067858634,3,2020,arunachal-pradesh
490,Apple,3738,0.01814158,3,2020,arunachal-pradesh
491,Gionee,2514,0.012201159,3,2020,arunachal-pradesh
492,Huawei,2276,0.011046077,3,2020,arunachal-pradesh
493,Motorola,1997,0.009692011,3,2020,arunachal-pradesh
494,OnePlus,1965,0.009536705,3,2020,arunachal-pradesh
495,Others,12215,0.059282879,3,2020,arunachal-pradesh
496,Vivo,53198,0.230003632,4,2020,arunachal-pradesh
497,Xiaomi,53097,0.229566954,4,2020,arunachal-pradesh
498,Samsung,45317,0.19592982,4,2020,arunachal-pradesh
499,Oppo,36466,0.157662176,4,2020,arunachal-pradesh
500,Realme,16419,0.070988188,4,2020,arunachal-pradesh
501,Apple,4188,0.018106982,4,2020,arunachal-pradesh
502,Gionee,2611,0.011288761,4,2020,arunachal-pradesh
503,Huawei,2424,0.010480259,4,2020,arunachal-pradesh
504,Motorola,2149,0.009291285,4,2020,arunachal-pradesh
505,OnePlus,2141,0.009256697,4,2020,arunachal-pradesh
506,Others,13282,0.057425246,4,2020,arunachal-pradesh
507,Vivo,58748,0.233832192,1,2021,arunachal-pradesh
508,Xiaomi,57405,0.228486706,1,2021,arunachal-pradesh
509,Samsung,48405,0.192664385,1,2021,arunachal-pradesh
510,Oppo,39602,0.157626174,1,2021,arunachal-pradesh
511,Realme,18658,0.074263652,1,2021,arunachal-pradesh
512,Apple,4560,0.018149976,1,2021,arunachal-pradesh
513,Gionee,2611,0.010392453,1,2021,arunachal-pradesh
514,Huawei,2526,0.010054132,1,2021,arunachal-pradesh
515,OnePlus,2342,0.009321764,1,2021,arunachal-pradesh
516,Motorola,2224,0.008852094,1,2021,arunachal-pradesh
517,Others,14159,0.056356472,1,2021,arunachal-pradesh
518,Vivo,63439,0.234462546,2,2021,arunachal-pradesh
519,Xiaomi,61629,0.227773014,2,2021,arunachal-pradesh
520,Samsung,51110,0.188896116,2,2021,arunachal-pradesh
521,Oppo,42407,0.156730926,2,2021,arunachal-pradesh
522,Realme,22481,0.083086942,2,2021,arunachal-pradesh
523,Apple,5062,0.018708514,2,2021,arunachal-pradesh
524,OnePlus,2622,0.009690581,2,2021,arunachal-pradesh
525,Gionee,2510,0.009276644,2,2021,arunachal-pradesh
526,Huawei,2408,0.008899664,2,2021,arunachal-pradesh
527,Motorola,2229,0.008238103,2,2021,arunachal-pradesh
528,Others,14675,0.05423695,2,2021,arunachal-pradesh
529,Vivo,69301,0.23646327,3,2021,arunachal-pradesh
530,Xiaomi,66832,0.228038748,3,2021,arunachal-pradesh
531,Samsung,52621,0.179549123,3,2021,arunachal-pradesh
532,Oppo,46021,0.157029136,3,2021,arunachal-pradesh
533,Realme,26567,0.09064977,3,2021,arunachal-pradesh
534,Apple,5574,0.019019152,3,2021,arunachal-pradesh
535,OnePlus,3208,0.010946078,3,2021,arunachal-pradesh
536,Gionee,2629,0.008970461,3,2021,arunachal-pradesh
537,Huawei,2593,0.008847625,3,2021,arunachal-pradesh
538,Motorola,2253,0.007687504,3,2021,arunachal-pradesh
539,Others,15474,0.052799132,3,2021,arunachal-pradesh
540,Vivo,74157,0.235460907,4,2021,arunachal-pradesh
541,Xiaomi,72002,0.228618421,4,2021,arunachal-pradesh
542,Samsung,54367,0.17262434,4,2021,arunachal-pradesh
543,Oppo,48973,0.155497485,4,2021,arunachal-pradesh
544,Realme,31777,0.100897302,4,2021,arunachal-pradesh
545,Apple,6342,0.020136913,4,2021,arunachal-pradesh
546,OnePlus,3900,0.012383154,4,2021,arunachal-pradesh
547,Gionee,2500,0.007937919,4,2021,arunachal-pradesh
548,Huawei,2496,0.007925218,4,2021,arunachal-pradesh
549,Motorola,2316,0.007353688,4,2021,arunachal-pradesh
550,Others,16114,0.051164651,4,2021,arunachal-pradesh
551,Vivo,78763,0.234875753,1,2022,arunachal-pradesh
552,Xiaomi,75927,0.226418639,1,2022,arunachal-pradesh
553,Samsung,56027,0.167075705,1,2022,arunachal-pradesh
554,Oppo,52153,0.155523217,1,2022,arunachal-pradesh
555,Realme,36430,0.108636335,1,2022,arunachal-pradesh
556,Apple,7110,0.021202425,1,2022,arunachal-pradesh
557,OnePlus,4423,0.013189638,1,2022,arunachal-pradesh
558,Huawei,2515,0.007499873,1,2022,arunachal-pradesh
559,Gionee,2482,0.007401465,1,2022,arunachal-pradesh
560,Infinix,2358,0.00703169,1,2022,arunachal-pradesh
561,Others,17151,0.051145259,1,2022,arunachal-pradesh
562,Xiaomi,101793,0.264234744,1,2018,assam
563,Samsung,61603,0.159909355,1,2018,assam
564,Vivo,50781,0.131817556,1,2018,assam
565,Oppo,40778,0.105851722,1,2018,assam
566,Realme,26387,0.068495498,1,2018,assam
567,Lenovo,9294,0.024125409,1,2018,assam
568,Gionee,9094,0.023606248,1,2018,assam
569,Motorola,8922,0.023159769,1,2018,assam
570,Apple,8319,0.021594499,1,2018,assam
571,Asus,7905,0.020519836,1,2018,assam
572,Others,60361,0.156685365,1,2018,assam
573,Xiaomi,152839,0.26764744,2,2018,assam
574,Samsung,89734,0.157139705,2,2018,assam
575,Vivo,80455,0.140890576,2,2018,assam
576,Oppo,62688,0.109777496,2,2018,assam
577,Realme,38933,0.068178395,2,2018,assam
578,Lenovo,13092,0.022926349,2,2018,assam
579,Motorola,12862,0.02252358,2,2018,assam
580,Gionee,12545,0.021968458,2,2018,assam
581,Asus,11093,0.019425756,2,2018,assam
582,Apple,11044,0.019339948,2,2018,assam
583,Others,85761,0.150182297,2,2018,assam
584,Xiaomi,210185,0.267819144,3,2018,assam
585,Samsung,125434,0.159828849,3,2018,assam
586,Vivo,119540,0.152318674,3,2018,assam
587,Oppo,88721,0.113048896,3,2018,assam
588,Realme,53089,0.067646362,3,2018,assam
589,Motorola,17022,0.021689547,3,2018,assam
590,Gionee,17020,0.021686999,3,2018,assam
591,Lenovo,15831,0.020171967,3,2018,assam
592,Asus,14498,0.018473449,3,2018,assam
593,Apple,13471,0.017164839,3,2018,assam
594,Others,109991,0.140151274,3,2018,assam
595,Xiaomi,277115,0.266656467,4,2018,assam
596,Vivo,169404,0.163010563,4,2018,assam
597,Samsung,167786,0.161453627,4,2018,assam
598,Oppo,122447,0.117825756,4,2018,assam
599,Realme,70255,0.067603522,4,2018,assam
600,Motorola,21507,0.020695309,4,2018,assam
601,Lenovo,20275,0.019509806,4,2018,assam
602,Gionee,20028,0.019272128,4,2018,assam
603,Asus,19175,0.018451321,4,2018,assam
604,Huawei,17882,0.01720712,4,2018,assam
605,Others,133347,0.128314382,4,2018,assam
606,Xiaomi,334681,0.265812872,1,2019,assam
607,Vivo,212982,0.169156173,1,2019,assam
608,Samsung,202440,0.160783426,1,2019,assam
609,Oppo,153803,0.122154581,1,2019,assam
610,Realme,84813,0.067360822,1,2019,assam
611,Motorola,24528,0.019480813,1,2019,assam
612,Gionee,23250,0.018465791,1,2019,assam
613,Lenovo,22797,0.018106006,1,2019,assam
614,Asus,22514,0.017881239,1,2019,assam
615,Huawei,22249,0.017670769,1,2019,assam
616,Others,155028,0.123127509,1,2019,assam
617,Xiaomi,397560,0.265017385,2,2019,assam
618,Vivo,260776,0.173835833,2,2019,assam
619,Samsung,242964,0.161962179,2,2019,assam
620,Oppo,188693,0.1257846,2,2019,assam
621,Realme,100087,0.066718973,2,2019,assam
622,Motorola,28185,0.018788397,2,2019,assam
623,Gionee,27145,0.018095123,2,2019,assam
624,Huawei,26683,0.017787149,2,2019,assam
625,Asus,26345,0.017561835,2,2019,assam
626,Lenovo,26095,0.017395182,2,2019,assam
627,Others,175595,0.117053345,2,2019,assam
628,Xiaomi,463729,0.267815674,3,2019,assam
629,Vivo,309395,0.178683737,3,2019,assam
630,Samsung,272124,0.157158756,3,2019,assam
631,Oppo,222464,0.128478802,3,2019,assam
632,Realme,119091,0.06877818,3,2019,assam
633,Huawei,31407,0.018138367,3,2019,assam
634,Gionee,30833,0.017806867,3,2019,assam
635,Motorola,30628,0.017688474,3,2019,assam
636,Asus,30395,0.017553911,3,2019,assam
637,Lenovo,25713,0.014849933,3,2019,assam
638,Others,195744,0.1130473,3,2019,assam
639,Xiaomi,517791,0.266734837,4,2019,assam
640,Vivo,355815,0.183294526,4,2019,assam
641,Samsung,302655,0.155909686,4,2019,assam
642,Oppo,254644,0.131177301,4,2019,assam
643,Realme,140535,0.072395195,4,2019,assam
644,Huawei,35293,0.018180835,4,2019,assam
645,Gionee,33438,0.01722525,4,2019,assam
646,Motorola,32828,0.016911015,4,2019,assam
647,Asus,28977,0.014927211,4,2019,assam
648,Lenovo,26680,0.013743934,4,2019,assam
649,Others,212564,0.109500211,4,2019,assam
650,Xiaomi,576697,0.263821298,1,2020,assam
651,Vivo,410865,0.187958213,1,2020,assam
652,Samsung,337886,0.154572545,1,2020,assam
653,Oppo,292242,0.133691806,1,2020,assam
654,Realme,167659,0.076698882,1,2020,assam
655,Huawei,39212,0.017938295,1,2020,assam
656,Motorola,34939,0.015983527,1,2020,assam
657,Gionee,33136,0.01515871,1,2020,assam
658,Asus,32099,0.014684314,1,2020,assam
659,Lenovo,28782,0.013166888,1,2020,assam
660,Others,232421,0.106325522,1,2020,assam
661,Xiaomi,663323,0.260036623,2,2020,assam
662,Vivo,494955,0.194032811,2,2020,assam
663,Samsung,388754,0.152399777,2,2020,assam
664,Oppo,346884,0.135985853,2,2020,assam
665,Realme,204222,0.080059336,2,2020,assam
666,Huawei,44120,0.017295972,2,2020,assam
667,Motorola,38074,0.014925812,2,2020,assam
668,Gionee,37873,0.014847016,2,2020,assam
669,Asus,36040,0.014128441,2,2020,assam
670,Lenovo,31346,0.012288294,2,2020,assam
671,Others,265292,0.104000066,2,2020,assam
672,Xiaomi,729048,0.257613133,3,2020,assam
673,Vivo,564343,0.199413713,3,2020,assam
674,Samsung,427293,0.150986339,3,2020,assam
675,Oppo,388827,0.137394166,3,2020,assam
676,Realme,236986,0.083740311,3,2020,assam
677,Huawei,47619,0.016826436,3,2020,assam
678,Motorola,40261,0.014226446,3,2020,assam
679,Gionee,39463,0.013944469,3,2020,assam
680,Asus,38775,0.01370136,3,2020,assam
681,Lenovo,33169,0.011720449,3,2020,assam
682,Others,284227,0.100433179,3,2020,assam
683,Xiaomi,792324,0.25508209,4,2020,assam
684,Vivo,627536,0.202029971,4,2020,assam
685,Samsung,465965,0.150013538,4,2020,assam
686,Oppo,431650,0.13896611,4,2020,assam
687,Realme,271012,0.087250049,4,2020,assam
688,Huawei,50719,0.016328558,4,2020,assam
689,Motorola,42173,0.013577245,4,2020,assam
690,Gionee,41431,0.013338364,4,2020,assam
691,Asus,40998,0.013198963,4,2020,assam
692,Lenovo,34802,0.011204213,4,2020,assam
693,Others,307543,0.099010899,4,2020,assam
694,Xiaomi,852998,0.25398577,1,2021,assam
695,Vivo,692740,0.206267895,1,2021,assam
696,Samsung,495482,0.147533027,1,2021,assam
697,Oppo,467440,0.139183337,1,2021,assam
698,Realme,303919,0.090493883,1,2021,assam
699,Huawei,53218,0.01584601,1,2021,assam
700,Asus,46880,0.013958829,1,2021,assam
701,Motorola,43119,0.012838966,1,2021,assam
702,Gionee,41879,0.012469748,1,2021,assam
703,Apple,37442,0.011148602,1,2021,assam
704,Others,323331,0.096273934,1,2021,assam
705,Xiaomi,909274,0.251385104,2,2021,assam
706,Vivo,753920,0.208434705,2,2021,assam
707,Samsung,522765,0.14452776,2,2021,assam
708,Oppo,503448,0.139187229,2,2021,assam
709,Realme,358841,0.09920803,2,2021,assam
710,Huawei,51958,0.014364721,2,2021,assam
711,Asus,45364,0.012541691,2,2021,assam
712,Motorola,42821,0.011838633,2,2021,assam
713,Apple,41622,0.011507148,2,2021,assam
714,Gionee,41574,0.011493878,2,2021,assam
715,Others,345469,0.095511101,2,2021,assam
716,Xiaomi,977013,0.249334691,3,2021,assam
717,Vivo,827232,0.211110431,3,2021,assam
718,Oppo,549403,0.140208193,3,2021,assam
719,Samsung,540646,0.137973398,3,2021,assam
720,Realme,422801,0.107899236,3,2021,assam
721,Huawei,56098,0.014316265,3,2021,assam
722,Apple,45531,0.011619557,3,2021,assam
723,Gionee,44481,0.011351596,3,2021,assam
724,Asus,43763,0.011168361,3,2021,assam
725,Motorola,42384,0.010816439,3,2021,assam
726,Others,369128,0.094201833,3,2021,assam
727,Xiaomi,1040847,0.247256087,4,2021,assam
728,Vivo,889004,0.211185362,4,2021,assam
729,Oppo,590804,0.140347126,4,2021,assam
730,Samsung,559238,0.132848536,4,2021,assam
731,Realme,501363,0.119100169,4,2021,assam
732,Huawei,54361,0.012913606,4,2021,assam
733,Apple,53459,0.012699333,4,2021,assam
734,Tecno,46362,0.011013421,4,2021,assam
735,OnePlus,45171,0.010730496,4,2021,assam
736,Motorola,43263,0.010277245,4,2021,assam
737,Others,385719,0.091628617,4,2021,assam
738,Xiaomi,1094829,0.243696675,1,2022,assam
739,Vivo,949299,0.211303326,1,2022,assam
740,Oppo,636621,0.141704705,1,2022,assam
741,Samsung,577746,0.12859979,1,2022,assam
742,Realme,573316,0.127613721,1,2022,assam
743,Apple,59621,0.013270967,1,2022,assam
744,Tecno,55957,0.012455402,1,2022,assam
745,Huawei,54586,0.012150232,1,2022,assam
746,OnePlus,52178,0.011614238,1,2022,assam
747,Infinix,47589,0.010592778,1,2022,assam
748,Others,390847,0.086998165,1,2022,assam
749,Xiaomi,596264,0.279437099,1,2018,bihar
750,Samsung,450851,0.21128979,1,2018,bihar
751,Vivo,233197,0.109286982,1,2018,bihar
752,Oppo,220040,0.103120999,1,2018,bihar
753,Realme,155139,0.072705366,1,2018,bihar
754,Motorola,57712,0.027046533,1,2018,bihar
755,Lenovo,51012,0.023906601,1,2018,bihar
756,Micromax,37949,0.01778467,1,2018,bihar
757,Apple,31149,0.014597873,1,2018,bihar
758,Huawei,30652,0.014364956,1,2018,bihar
759,Others,269839,0.126459131,1,2018,bihar
760,Xiaomi,856356,0.284894367,2,2018,bihar
761,Samsung,632694,0.210486009,2,2018,bihar
762,Vivo,340287,0.113207415,2,2018,bihar
763,Oppo,315880,0.105087642,2,2018,bihar
764,Realme,215953,0.071843711,2,2018,bihar
765,Motorola,77813,0.025886997,2,2018,bihar
766,Lenovo,68280,0.022715538,2,2018,bihar
767,Micromax,51961,0.017286498,2,2018,bihar
768,Huawei,43343,0.014419443,2,2018,bihar
769,Apple,39300,0.013074409,2,2018,bihar
770,Others,364005,0.121097971,2,2018,bihar
771,Xiaomi,1098938,0.290375964,3,2018,bihar
772,Samsung,799534,0.211263471,3,2018,bihar
773,Vivo,448602,0.118535566,3,2018,bihar
774,Oppo,407853,0.107768326,3,2018,bihar
775,Realme,274517,0.07253652,3,2018,bihar
776,Motorola,93118,0.024604872,3,2018,bihar
777,Lenovo,75263,0.019886987,3,2018,bihar
778,Huawei,57713,0.015249694,3,2018,bihar
779,Micromax,54364,0.014364777,3,2018,bihar
780,Apple,45016,0.011894724,3,2018,bihar
781,Others,429617,0.113519098,3,2018,bihar
782,Xiaomi,1399341,0.292953557,4,2018,bihar
783,Samsung,1008369,0.211103144,4,2018,bihar
784,Vivo,590399,0.123600671,4,2018,bihar
785,Oppo,528034,0.110544491,4,2018,bihar
786,Realme,346806,0.072604212,4,2018,bihar
787,Motorola,111948,0.023436435,4,2018,bihar
788,Lenovo,92104,0.019282072,4,2018,bihar
789,Huawei,75369,0.015778582,4,2018,bihar
790,Micromax,61472,0.01286923,4,2018,bihar
791,Apple,52872,0.011068811,4,2018,bihar
792,Others,509951,0.106758795,4,2018,bihar
793,Xiaomi,1691958,0.294503663,1,2019,bihar
794,Samsung,1207394,0.210160037,1,2019,bihar
795,Vivo,731163,0.12726686,1,2019,bihar
796,Oppo,649669,0.113081944,1,2019,bihar
797,Realme,416110,0.072428464,1,2019,bihar
798,Motorola,126430,0.022006514,1,2019,bihar
799,Lenovo,103683,0.018047152,1,2019,bihar
800,Huawei,95145,0.01656102,1,2019,bihar
801,Micromax,69377,0.01207582,1,2019,bihar
802,Apple,59723,0.010395437,1,2019,bihar
803,Others,594465,0.103473089,1,2019,bihar
804,Xiaomi,1953040,0.296375027,2,2019,bihar
805,Samsung,1380854,0.209545448,2,2019,bihar
806,Vivo,852634,0.129387736,2,2019,bihar
807,Oppo,757333,0.114925751,2,2019,bihar
808,Realme,480989,0.072990378,2,2019,bihar
809,Motorola,140153,0.021268304,2,2019,bihar
810,Lenovo,115382,0.01750929,2,2019,bihar
811,Huawei,110837,0.016819583,2,2019,bihar
812,Micromax,72239,0.010962313,2,2019,bihar
813,Apple,65593,0.009953778,2,2019,bihar
814,Others,660705,0.100262392,2,2019,bihar
815,Xiaomi,2197280,0.297723727,3,2019,bihar
816,Samsung,1536292,0.208162173,3,2019,bihar
817,Vivo,975292,0.132148642,3,2019,bihar
818,Oppo,853708,0.115674437,3,2019,bihar
819,Realme,557826,0.075583465,3,2019,bihar
820,Motorola,148040,0.0200589,3,2019,bihar
821,Huawei,127268,0.017244367,3,2019,bihar
822,Lenovo,114334,0.015491856,3,2019,bihar
823,Micromax,76866,0.010415073,3,2019,bihar
824,Apple,70777,0.009590035,3,2019,bihar
825,Others,722582,0.097907324,3,2019,bihar
826,Xiaomi,2484241,0.297789428,4,2019,bihar
827,Samsung,1714305,0.205496127,4,2019,bihar
828,Vivo,1129443,0.135387905,4,2019,bihar
829,Oppo,977488,0.117172848,4,2019,bihar
830,Realme,664779,0.079687984,4,2019,bihar
831,Motorola,159553,0.01912584,4,2019,bihar
832,Huawei,144428,0.017312785,4,2019,bihar
833,Lenovo,121418,0.014554545,4,2019,bihar
834,Micromax,81810,0.009806679,4,2019,bihar
835,Infinix,79605,0.009542362,4,2019,bihar
836,Others,785204,0.094123497,4,2019,bihar
837,Xiaomi,2779954,0.297282049,1,2020,bihar
838,Samsung,1896957,0.202856329,1,2020,bihar
839,Vivo,1297671,0.138770028,1,2020,bihar
840,Oppo,1103628,0.118019504,1,2020,bihar
841,Realme,782681,0.083698151,1,2020,bihar
842,Motorola,169958,0.018174928,1,2020,bihar
843,Huawei,161040,0.017221257,1,2020,bihar
844,Lenovo,132051,0.014121238,1,2020,bihar
845,Infinix,94820,0.010139838,1,2020,bihar
846,Micromax,81035,0.008665701,1,2020,bihar
847,Others,851439,0.091050978,1,2020,bihar
848,Xiaomi,3138353,0.295965858,2,2020,bihar
849,Samsung,2126374,0.200530057,2,2020,bihar
850,Vivo,1506720,0.1420929,2,2020,bihar
851,Oppo,1266996,0.119485462,2,2020,bihar
852,Realme,914785,0.086269813,2,2020,bihar
853,Motorola,183599,0.017314507,2,2020,bihar
854,Huawei,179273,0.016906539,2,2020,bihar
855,Lenovo,141217,0.013317626,2,2020,bihar
856,Infinix,115210,0.010865007,2,2020,bihar
857,Micromax,89409,0.008431815,2,2020,bihar
858,Others,941831,0.088820416,2,2020,bihar
859,Xiaomi,3459128,0.294063195,3,2020,bihar
860,Samsung,2346143,0.199447464,3,2020,bihar
861,Vivo,1712480,0.145579273,3,2020,bihar
862,Oppo,1419010,0.120631157,3,2020,bihar
863,Realme,1055287,0.089710779,3,2020,bihar
864,Motorola,196074,0.016668405,3,2020,bihar
865,Huawei,194850,0.016564352,3,2020,bihar
866,Lenovo,150687,0.012810021,3,2020,bihar
867,Infinix,132702,0.011281102,3,2020,bihar
868,HMD Global,97683,0.008304109,3,2020,bihar
869,Others,999169,0.084940143,3,2020,bihar
870,Xiaomi,3761975,0.291855992,4,2020,bihar
871,Samsung,2566835,0.199136405,4,2020,bihar
872,Vivo,1900128,0.147412926,4,2020,bihar
